country,countryAbbr,currencyName,name,gender,billCount,profession,knownForBeingFirst,currentBillValue,propTotalBills,firstAppearanceDate,deathDate,appearanceDeathDiff,comments,hoverText,hasPortrait,id
Bangladesh,BDT,Taka,Bangabandhu Sheikh Mujibur Rahman,M,1,Founder,Yes,10,,1972,1975,-3,Founder of Bangladesh who served as the first President and later as the Prime Minister of Bangladesh,First President of Bangladesh,true,BDT_Rahman
Bangladesh,BDT,Taka,Bangabandhu Sheikh Mujibur Rahman,M,1,Founder,Yes,5,,1972,1975,-3,Founder of Bangladesh who served as the first President and later as the Prime Minister of Bangladesh,First President of Bangladesh,true,BDT_Rahman
Bangladesh,BDT,Taka,Bangabandhu Sheikh Mujibur Rahman,M,1,Founder,Yes,2,,1972,1975,-3,Founder of Bangladesh who served as the first President and later as the Prime Minister of Bangladesh,First President of Bangladesh,true,BDT_Rahman
Bolivia,BOB,Boliviano,Bruno Racua,M,0.33,Military,No,50,,2018,1932,86,,,false,BOB_Bruno
Bolivia,BOB,Boliviano,Pablo Zárate Willka,M,0.33,Revolutionary,No,50,,2018,1905,113,,,false,BOB_Zarate
Bolivia,BOB,Boliviano,Apiaguaiki Tüpa,M,0.33,Revolutionary,No,10,,2018,1892,126,,,false,BOB_Tupa
Bolivia,BOB,Boliviano,Antonio José de Sucre,M,0.33,Founder,Yes,100,,1962,1830,132,Frst constitutionally elected leader of Bolivia,First constitutionally elected leader of Bolivia,true,BOB_Sucre
Bolivia,BOB,Boliviano,Simón Bolívar,M,0.33,Founder,Yes,200,,1962,1830,132,1st president of Bolivia,First President of Bolivia,true,BOB_Bolivar
Bolivia,BOB,Boliviano,Juana Azurduy de Padilla,F,0.33,Revolutionary,No,100,,2018,1862,156,,,false,BOB_Azurduy
Bolivia,BOB,Boliviano,"José Manuel Baca ""Cañoto""",M,0.33,Military,No,50,,2018,1854,164,,,false,BOB_Canoto
Bolivia,BOB,Boliviano,José Santos Vargas,M,0.33,Revolutionary,No,10,,2018,1854,164,,,false,BOB_Santos
Bolivia,BOB,Boliviano,Eustaquio Méndez,M,0.33,Revolutionary,No,10,,2018,1849,169,,,false,BOB_Eustaquino
Bolivia,BOB,Boliviano,Pedro Ignacio Muiba,M,0.33,Revolutionary,No,20,,2018,1811,207,,,false,BOB_Ignacio
Bolivia,BOB,Boliviano,Bartolina Sisa,F,0.33,Revolutionary,No,200,,2019,1782,237,,,false,BOB_Bartolina
Bolivia,BOB,Boliviano,Tomás Katari,M,0.33,Revolutionary,No,20,,2018,1781,237,,,false,BOB_Katari
Bolivia,BOB,Boliviano,Tupac Katari (Julian Apasa Nina),M,0.33,Revolutionary,No,200,,2019,1781,238,,,false,BOB_Tupac
Bolivia,BOB,Boliviano,Alejo Calatayud,M,0.33,Revolutionary,No,100,,2018,1731,287,,,false,BOB_Alejo
Bolivia,BOB,Boliviano,Genoveva Ríos,F,0.33,Other,No,20,,2018,,,national hero,,false,BOB_Rios
Canada,CAD,Canadian Dollar,Sir Wilfrid Laurier,M,1,Head of Gov't,Yes,5,,1935,1919,16,1st french-canadian prime minister of canada,First French-Canadian Prime Minister of Canada,false,CAD_Laurier
Canada,CAD,Canadian Dollar,William Lyon Mackenzie King,M,1,Head of Gov't,Yes,50,,1975,1950,25,Canada's first labor minister,First Labor Minister in Canada,true,CAD_Lyon
Canada,CAD,Canadian Dollar,Sir Robert Borden,M,1,Head of Gov't,No,100,,1969,1937,32,,,true,CAD_Borden
Canada,CAD,Canadian Dollar,James Gladstone (Akay-na-muka),M,0.25,Politician,Yes,10,,2017,1971,46,Shares face with other people. First Senator of First Nations origin,First Senator of First Nations origin,true,CAD_Gladstone
Canada,CAD,Canadian Dollar,Viola Desmond,F,1,Activist,No,10,,2018,1965,53,,,true,CAD_Viola
Canada,CAD,Canadian Dollar,Agnes Macphail,F,0.25,Politician,Yes,10,,2017,1954,63,Shares face with other people. The country's first female Member of Parliament,First female member of the Canadian parliament,true,CAD_Agnes
Canada,CAD,Canadian Dollar,John A. Macdonald,M,0.25,Founder,Yes,10,,1971,1891,80,1st prime minister of canada,First Prime Minister of Canada,true,CAD_Macdonald
Canada,CAD,Canadian Dollar,Sir George-Étienne Cartier,M,0.25,Head of Gov't,No,10,,2017,1873,144,Shares face with other people,,true,CAD_Cartier
Canada,CAD,Canadian Dollar,Queen Elizabeth II,F,1,Monarch,No,20,,1935,-,,,,true,AUD_Elizabeth
Cape Verde,CVE,Escudo,Cesária Évora,F,1,Musician,No,2000,,2014,2011,3,,,true,CVE_Cesaria
Cape Verde,CVE,Escudo,Aristides Maria Pereira,M,1,Founder,Yes,5000,,2014,2011,3,First president of Cape Verde,First President of Cape Verde,true,CVE_Pereira
Cape Verde,CVE,Escudo,Codé Di Dona,M,1,Musician,No,1000,,2014,2010,4,,,false,CVE_Code
Cape Verde,CVE,Escudo,Henrique Teixeira de Sousa,M,1,Writer,No,200,,2014,2006,8,,,false,CVE_Henrique
Cape Verde,CVE,Escudo,Jorge Barbosa,M,1,Writer,No,500,,2014,1971,43,,,false,CVE_Barbosa
Chile,CLP,Chilean Peso,Gabriela Mistral,F,1,Writer,Yes,5000,,1981,1957,24,She was South America's first ever Nobel Laureate in Literature.,South America's first ever Nobel Laureate in Literature,true,CLP_Mistral
Chile,CLP,Chilean Peso,Ignacio Carrera Pinto,M,1,Military,No,1000,,1978,1882,96,,,true,CLP_Ignacio
Chile,CLP,Chilean Peso,Arturo Prat Chacón,M,1,Military,No,10000,,1989,1879,110,,,true,CLP_Chacon
Chile,CLP,Chilean Peso,Andrés Bello,M,1,Politician,Yes,20000,,1998,1865,133,First rector of Universidad de Chile. Wrote Chilean Civil Code.,First rector of Universidad de Chile,true,CLP_Andres
Chile,CLP,Chilean Peso,Manuel Rodríguez Erdoyza,M,1,Founder,No,2000,,1997,1818,179,,,true,CLP_Erdoyza
China,RMB,Renminbi,Mao Zedong,M,1,Founder,Yes,1,,1980,1976,4,,First Chairman of the People's Republic of China,false,RMB_Mao
China,RMB,Renminbi,Mao Zedong,M,1,Founder,Yes,5,,1980,1976,4,1st Chairman of the People's Republic of China (1954–1959),First Chairman of the People's Republic of China,false,RMB_Mao
China,RMB,Renminbi,Mao Zedong,M,1,Founder,Yes,10,,1980,1976,4,,First Chairman of the People's Republic of China,false,RMB_Mao
China,RMB,Renminbi,Mao Zedong,M,1,Founder,Yes,20,,1980,1976,4,,First Chairman of the People's Republic of China,false,RMB_Mao
China,RMB,Renminbi,Mao Zedong,M,1,Founder,Yes,50,,1980,1976,4,,First Chairman of the People's Republic of China,false,RMB_Mao
China,RMB,Renminbi,Mao Zedong,M,1,Founder,Yes,100,,1980,1976,4,,First Chairman of the People's Republic of China,false,RMB_Mao
Colombia,COP,Colombian Peso,Gabriel García Márquez,M,1,Writer,Yes,50000,0.43,2015,2014,1,First Colombian to win a Nobel Prize for Literature,First Colombian to win a Nobel Prize for Literature,true,COP_Gabriel
Colombia,COP,Colombian Peso,Alfonso López Michelsen,M,1,Head of Gov't,No,20000,0.10,2015,2007,8,,,false,COP_Alfonso
Colombia,COP,Colombian Peso,Debora Arango,F,1,Visual Artist,No,2000,0.14,2015,2005,10,,,false,COP_Debora
Colombia,COP,Colombian Peso,Virginia Gutiérrez,F,1,STEM,No,10000,0.07,2015,1999,16,,,false,COP_Virginia
Colombia,COP,Colombian Peso,Carlos Lleras Restrepo,M,1,Head of Gov't,No,100000,0.02,2014,1994,20,,,false,COP_Lleras
Colombia,COP,Colombian Peso,Jorge Eliécer Gaitán,M,1,Politician,No,1000,0.04,2001,1948,53,,,false,COP_Gaitan
Colombia,COP,Colombian Peso,Julio Garavito Armero,M,1,STEM,No,20000,0.01,1996,1920,76,,,false,COP_Garavito
Colombia,COP,Colombian Peso,José Asunción Silva,M,1,Writer,No,5000,0.07,1995,1896,99,,,false,COP_Asuncion
Colombia,COP,Colombian Peso,Jorge Isaacs,M,1,Writer,No,50000,0.08,2000,1895,105,,,false,COP_Isaacs
Colombia,COP,Colombian Peso,Francisco de Paula Santander,M,1,Founder,Yes,2000,0.03,1958,1840,118,First president of the Republic of New Granada (present-day Colombia),First president of the Republic of New Granada (present-day Colombia),false,COP_Santander
Colombia,COP,Colombian Peso,Policarpa Salavarrieta,F,1,Other,No,10000,0.02,1995,1817,178,national hero,,false,COP_Policarpa
Costa Rica,CRC,Colón,José Figueres,M,1,Head of Gov't,No,10000,,2009,1990,19,,,false,CRC_Figueres
Costa Rica,CRC,Colón,Alfredo González Flores,M,1,Head of Gov't,No,5000,,2009,1962,47,,,false,CRC_Gonzalez
Costa Rica,CRC,Colón,María Isabel Carvajal (Carmen Lyra),F,1,Writer,Yes,20000,,2009,1949,60,"Founder of the country's first Montessori school. She was a co-founder of the Communist Party of Costa Rica, as well as one of the country's first female worker's unions",Founder of Costa Rica's first Montessori school,false,CRC_Carvajal
Costa Rica,CRC,Colón,Ricardo Jiménez Oreamuno,M,1,Head of Gov't,No,50000,,1971,1945,26,,,false,CRC_Ricardo
Costa Rica,CRC,Colón,Mauro Fernández Acuña,M,1,Politician,No,2000,,2009,1905,104,,,false,CRC_Acuna
Costa Rica,CRC,Colón,Braulio Carrillo Colina,M,1,Head of Gov't,Yes,1000,,2009,1845,164,Wrote the first Costa Rican General Code which set the foundations for the country's judicial system,Wrote the first Costa Rican General Code which set the foundations for the country's judicial system,false,CRC_Carrillo
Czech Republic,CZK,Czech koruna,Tomáš Garrigue Masaryk,M,1,Head of Gov't,Yes,5000,0.24,1993,1937,56,First president of Czechoslovakia,First President of Czechoslovakia,false,CZK_Garrigue
Czech Republic,CZK,Czech koruna,Ema Destinnová,F,1,Musician,No,2000,0.46,1996,1930,66,,,true,CZK_Ema
Czech Republic,CZK,Czech koruna,František Palacký,M,1,Politician,No,1000,0.21,1993,1876,117,,,true,CZK_Frantisek
Czech Republic,CZK,Czech koruna,Božena Němcová,F,1,Writer,No,500,0.03,1993,1862,131,,,true,CZK_Bozena
Czech Republic,CZK,Czech koruna,John Amos Comenius,M,1,Educator,No,200,0.02,1993,1670,323,,,true,CZK_Amos
Czech Republic,CZK,Czech koruna,Charles IV,M,1,Monarch,Yes,100,0.01,1993,1378,615,First King of Bohemia to become Holy Roman Emperor,First King of Bohemia to become Holy Roman Emperor,true,CZK_Charles
Dominican Republic,DOP,Peso dominicano,Patria Mirabal,F,0.33,Revolutionary,No,200,,2007,1960,47,,,false,DOP_Patria
Dominican Republic,DOP,Peso dominicano,Minerva Mirabal,F,0.33,Revolutionary,No,200,,2007,1960,47,,,false,DOP_Minerva
Dominican Republic,DOP,Peso dominicano,María Teresa Mirabal,F,0.33,Revolutionary,No,200,,2007,1960,47,,,false,DOP_Maria
Dominican Republic,DOP,Peso dominicano,Pedro Henriquez Ureña,M,0.5,Writer,No,500,,2000,1946,54,,,true,DOP_Urena
Dominican Republic,DOP,Peso dominicano,Emilio Prud'Homme,M,0.5,Politician,Yes,2000,,2000,1932,68,Wrote first lyrics to the national anthem,Wrote first lyrics to the national anthem to the Dominican Republic,false,DOP_Emilio
Dominican Republic,DOP,Peso dominicano,Juan Pablo Duarte,M,0.33,Founder,No,100,,1962,1876,86,,,true,DOP_Duarte
Dominican Republic,DOP,Peso dominicano,José Rufino Reyes y Siancas,M,0.5,Musician,Yes,2000,,2000,1905,95,Composed music for the national anthem,Composed music for the national anthem to the Dominican Republic,false,DOP_Rufino
Dominican Republic,DOP,Peso dominicano,Matías Ramón Mella,M,0.33,Founder,No,100,,1962,1864,98,,,true,DOP_Matias
Dominican Republic,DOP,Peso dominicano,Francisco del Rosario Sánchez,M,0.33,Founder,No,100,,1962,1861,101,,,true,DOP_Rosario
Dominican Republic,DOP,Peso dominicano,Gregorio Luperon,M,1,Head of Gov't,No,20,,2000,1897,103,this might be legal tender.,,true,DOP_Luperon
Dominican Republic,DOP,Peso dominicano,Salomé Ureña,F,0.5,Writer,No,500,,2000,1897,103,,,true,DOP_Salome
England,GBP,pound,Winston Churchill,M,0.5,Head of Gov't,No,5,0.10,2016,1965,51,nobel prize winning author. also in the military and a politician.,,true,GBP_Churchill
England,GBP,pound,Alan Turing,M,0.5,STEM,Yes,50,0.09,2021,1954,67,"He also wrote the first-ever programming manual, and his programming system was used in the Ferranti Mark I, the first marketable electronic digital computer (1951).","Wrote the first-ever programming manual, and his programming system was used in the Ferranti Mark I, the first marketable electronic digital computer",true,GBP_Turing
England,GBP,pound,J.M.W. Turner,M,0.5,Visual Artist,No,20,0.47,2020,1851,169,,,true,GBP_Turner
England,GBP,pound,Jane Austen,F,0.5,Writer,No,10,0.34,2017,1817,200,,,true,GBP_Austen
England,GBP,pound,Queen Elizabeth II,F,0.5,Monarch,No,5,0.10,1963,,,,,true,AUD_Elizabeth
England,GBP,pound,Queen Elizabeth II,F,0.5,Monarch,No,10,0.34,1964,,,,,true,AUD_Elizabeth
England,GBP,pound,Queen Elizabeth II,F,0.5,Monarch,No,20,0.47,1970,,,,,true,AUD_Elizabeth
England,GBP,pound,Queen Elizabeth II,F,0.5,Monarch,No,50,0.09,1981,,,,,true,AUD_Elizabeth
Georgia,GEL,lari,Ivane Javakhishvili,M,1,Educator,Yes,5,,1995,1940,55,Founder of Georgia's first regular university in Tbilisi,Founder of Georgia's first regular university in Tbilisi,true,GEL_Ivane
Georgia,GEL,lari,Zakaria Paliashvili,M,1,Musician,No,2,,1995,1933,62,,,true,GEL_Zakaria
Georgia,GEL,lari,Kaikhosro (Kakutsa) Cholokashvili,M,1,Military,No,200,,2006,1930,76,,,true,GEL_Kakutsa
Georgia,GEL,lari,Niko Pirosmanashvili,M,1,Visual Artist,No,1,,1995,1918,77,,,true,GEL_Niko
Georgia,GEL,lari,Akaki Tsereteli,M,1,Writer,No,10,,1995,1915,80,,,true,GEL_Akaki
Georgia,GEL,lari,Ilia Chavchavadze,M,1,Founder,No,20,,1995,1907,88,,,true,GEL_Ilia
Georgia,GEL,lari,Queen Tamar,F,1,Monarch,Yes,50,,1995,1213,782,The first woman to rule Georgia in her own right,The first woman to rule Georgia in her own right,true,GEL_Tamar
Georgia,GEL,lari,Shota Rustaveli,M,1,Writer,No,100,,2004,1220,784,,,true,GEL_Shota
Georgia,GEL,lari,King David IV,M,1,Monarch,No,500,,1995,1125,870,,,true,GEL_David
Iceland,ISK,Króna,Jóhannes S. Kjarval,M,1,Visual Artist,No,2000,,1995,1972,23,,,true,ISK_Kjarval
Iceland,ISK,Króna,Jón Sigurdsson,M,1,Founder,No,500,,1981,1879,102,,,true,ISK_Sigurdsson
Iceland,ISK,Króna,Jónas Hallgrímsson,M,1,Writer,Yes,10000,,2013,1845,168,The first modern Icelandic short-story writer,First modern Icelandic short-story writer,true,ISK_Hallgrimsson
Iceland,ISK,Króna,Ragnheiður Jónsdóttir,F,1,Visual Artist,No,5000,,1986,1715,271,,,true,ISK_Ragnheiour
Iceland,ISK,Króna,Brynjólfur Sveinsson,M,1,Writer,No,1000,,1984,1675,309,,,true,ISK_Sveinsson
Indonesia,IDR,rupiah,Soekarno,M,0.5,Head of Gov't,Yes,100000,,1945,1970,-25,1st Indonesian president,First Indonesian President,false,IDR_Soekarno
Indonesia,IDR,rupiah,Idham Chalid,M,1,Politician,No,5000,,2016,2010,6,,,false,IDR_Idham
Indonesia,IDR,rupiah,Mohammad Hatta,M,0.5,Head of Gov't,Yes,100000,,2016,1980,36,1st Indonesian vice-president,First Indonesian Vice-President,false,IDR_Hatta
Indonesia,IDR,rupiah,Frans Kaisiepo,M,1,Politician,No,10000,,2016,1979,37,,,false,IDR_Frans
Indonesia,IDR,rupiah,Djuanda Kartawidjaja,M,1,Head of Gov't,No,50000,,2016,1963,53,,,false,IDR_Djuanda
Indonesia,IDR,rupiah,Oto Iskander Di Nata,M,1,Politician,No,20000,,1999,1945,54,,,false,IDR_Oto
Indonesia,IDR,rupiah,Gusti Ngurah Rai,M,1,Military,No,50000,,2005,1946,59,,,false,IDR_Gusti
Indonesia,IDR,rupiah,GSSJ Ratulangi,M,1,Politician,No,20000,,2016,1949,67,,,false,IDR_GSSJ
Indonesia,IDR,rupiah,Mohammad Husni Thamrin,M,1,Politician,No,2000,,2016,1941,75,,,false,IDR_Husni
Indonesia,IDR,rupiah,Tjut Meutia,F,1,Revolutionary,No,1000,,1998,1910,88,,,false,IDR_Tjut
Indonesia,IDR,rupiah,Prince Antasari,M,1,Monarch,No,2000,,2009,1862,147,,,false,IDR_Prince
Indonesia,IDR,rupiah,Sultan Mahmud Badaruddin II,M,1,Monarch,No,10000,,2005,1852,153,,,false,IDR_Sultan
Israel,ILS,shekel,Nathan Alterman,M,1,Writer,No,200,,2015,1970,45,"also known for being politicaly active, but not holding elected office",,false,ILS_Nathan
Israel,ILS,shekel,Leah Goldberg,F,1,Writer,No,100,,2017,1970,47,,,false,ILS_Goldberg
Israel,ILS,shekel,Shaul Tchernichovsky,M,1,Writer,No,50,,2014,1943,71,,,false,ILS_Shaul
Israel,ILS,shekel,Rachel Bluwstein,F,1,Writer,No,20,,2017,1931,86,known as Rachel the Poetess,,false,ILS_Rachel
Jamaica,JMD,Jamaican dollar,Michael Norman Manley,M,1,Head of Gov't,No,500,,1970,1992,-22,,,false,JMD_Norman
Jamaica,JMD,Jamaican dollar,Hugh Lawson Shearer,M,1,Head of Gov't,No,1000,,2009,2004,5,,,false,JMD_Hugh
Jamaica,JMD,Jamaican dollar,Sir Donald Sangster,M,1,Politician,No,100,,1986,1967,19,was prime minister for only 2 months,,false,JMD_Sangster
Jamaica,JMD,Jamaican dollar,Samuel Sharpe,M,1,Revolutionary,No,50,,1986,1832,154,organized meetings for slaves. hanged for expressing concerns about British rule that lead to a revolt,,false,JMD_Sharpe
Jamaica,JMD,Jamaican dollar,Nanny of the Maroons,F,1,Revolutionary,No,500,,1994,1734,260,leader of the Maroons,,false,JMD_Nanny
Japan,JPY,Yen,Hideyo Noguchi,M,1,STEM,No,1000,,2004,1928,76,,,true,JPY_Hideyo
Japan,JPY,Yen,Yukichi Fukuzawa,M,1,Writer,No,10000,,1984,1901,83,,,true,JPY_Yukichi
Japan,JPY,Yen,Ichiyo Higuchi,F,1,Writer,Yes,5000,,2004,1896,108,She was Japan's first prominent woman writer of modern literature,Japan's first prominent female writer of modern literature,true,JPY_Ichiyo
Kyrgyzstan,KGS,Som,Suymonkul Chokmorov,M,1,Performer,No,5000,,2009,1992,17,,,false,KGS_Suymonkul
Kyrgyzstan,KGS,Som,Sayakbay Karalaev,M,1,Performer,No,500,,2000,1971,29,,,false,KGS_Sayakbay
Kyrgyzstan,KGS,Som,Alykul Osmonov,M,1,Writer,No,200,,2000,1950,50,,,false,KGS_Osmonov
Kyrgyzstan,KGS,Som,Togolok Moldo,M,1,Writer,No,20,,1994,1942,52,,,false,KGS_Togolok
Kyrgyzstan,KGS,Som,Toktogul Satylganov,M,1,Writer,No,100,,1994,1933,61,,,false,KGS_Toktogul
Kyrgyzstan,KGS,Som,Kurmanjan Datka,F,1,Politician,No,50,,1994,1907,87,"entitled Datka (meaning ""Righteous Ruler"") of her people. also ran away from her first husband, which is rare",,false,KGS_Datka
Kyrgyzstan,KGS,Som,Jusup Balasagyn,M,1,Writer,No,1000,,2000,1077,923,,,false,KGS_Balasagyn
Malawi,MWK,Kwacha,Dr. Hastings Kamuzu Banda,M,1,Head of Gov't,Yes,1000,,1971,1997,-26,1st President and 1st Prime Minister of Malawi,First President and Prime Minister of Malawi,false,MWK_Hastings
Malawi,MWK,Kwacha,Rose Lomathinda Chibambo,F,1,Politician,Yes,200,,2012,2016,-4,1st female minister in the independent Malawi government,First female minister in the independent Malawi government,false,MWK_Rose
Malawi,MWK,Kwacha,Inkosi ya Makhosi M'mbelwa II,M,1,Monarch,No,20,,2012,1959,53,cannot find info about this person,,false,MWK_Mmbelwa
Malawi,MWK,Kwacha,Inkosi Ya Mokhosi Gomani II,M,1,Monarch,No,50,,2012,1954,58,,,false,MWK_Gomani
Malawi,MWK,Kwacha,Reverend John Chilembwe,M,1,Revolutionary,No,500,,1997,1915,82,Known for organizing an uprising against the colonial British rule.,,false,MWK_Chilembwe
Malawi,MWK,Kwacha,Reverend John Chilembwe,M,1,Revolutionary,No,2000,,1997,1915,82,Known for organizing an uprising against the colonial British rule.,,false,MWK_Chilembwe
Malawi,MWK,Kwacha,James Federick Sangala,M,1,Politician,No,100,,2012,1974,38,,,false,MWK_Sangala
Mexico,MXN,Peso mexicano,Diego Rivera,M,0.5,Visual Artist,No,500,,2010,1957,53,,,true,MXN_Rivera
Mexico,MXN,Peso mexicano,Frida Kahlo,F,0.5,Visual Artist,No,500,,2010,1954,56,1st Mexican to have their art featured in the Louvre,First Mexican to have their art featured in the Louvre,true,MXN_Frida
Mexico,MXN,Peso mexicano,Francisco I. Madero,M,0.33,Head of Gov't,No,1000,,1979,1913,66,,,true,MXN_Madero
Mexico,MXN,Peso mexicano,Hermila Galindo,F,0.33,Writer,Yes,1000,,2020,1954,66,"Given the honorary title of ""La Primera Mujer Congresista"" by Adolfo Ruiz Cortines","Given the honorary title of ""La Primera Mujer Congresista"" by Adolfo Ruiz Cortines",true,MXN_Hermila
Mexico,MXN,Peso mexicano,Carmen Serdán,F,0.33,Revolutionary,No,1000,,2020,1948,72,,,false,MXN_Serdan
Mexico,MXN,Peso mexicano,Benito Juárez,M,1,Head of Gov't,Yes,500,,1973,1872,101,1st president of indigenous origin. also on the 20 pesos bill from Series F,First Mexican President of indigenous origin,true,MXN_Benito
Mexico,MXN,Peso mexicano,Benito Juárez,M,1,Head of Gov't,Yes,20,,1973,1872,101,1st president of indigenous origin. also on the 20 pesos bill from Series F,First Mexican President of indigenous origin,true,MXN_Benito
Mexico,MXN,Peso mexicano,Miguel Hidalgo,M,0.5,Founder,No,200,,1945,1811,134,,,false,MXN_Hidalgo
Mexico,MXN,Peso mexicano,José María Morelos,M,0.5,Founder,No,200,,1972,1815,157,also on the 50 pesos bill from Series F,,true,MXN_Morelos
Mexico,MXN,Peso mexicano,Sor Juana Inés de la Cruz,F,1,Religious figure,No,100,,1978,1695,283,,,true,MXN_Juana
Mexico,MXN,Peso mexicano,Nezahualcóyotl,M,1,Monarch,No,100,,1994,1472,522,also known for his poetry,,true,MXN_Neza
New Zealand,NZD,New Zealand dollar,Edmund Hillary,M,1,Other,Yes,5,0.02,1992,2008,-16,1st climber to summit Mt Everest. explorer,First climber to summit Mt Everest,true,NZD_Edmund
New Zealand,NZD,New Zealand dollar,Apirana Ngata,M,1,Politician,Yes,50,0.47,1992,1950,42,1st Maori to graduate from a New Zealand university,First Maori to graduate from a New Zealand university,true,NZD_Ngata
New Zealand,NZD,New Zealand dollar,Rutherford of Nelson,M,1,STEM,Yes,100,0.32,1992,1937,55,STEM. 1st person from Oceania to win the Nobel prize,First person from Oceania to win a Nobel prize,true,NZD_Rutherford
New Zealand,NZD,New Zealand dollar,Kate Sheppard,F,1,Activist,Yes,10,0.03,1992,1934,58,National Council of Women (NCW) and became its first president,Founded National Council of Women (NCW) and became its first president,true,NZD_Sheppard
New Zealand,NZD,New Zealand dollar,Queen Elizabeth II,F,1,Monarch,No,20,0.16,1967,,,,,true,AUD_Elizabeth
Nigeria,NGN,naira,General Murtala Mohammed,M,0.5,Head of Gov't,Yes,20,,1977,1976,1,considered 1st national hero,Considered first national hero of Nigeria,false,NGN_Murtala
Nigeria,NGN,naira,Dr. Nnamdi Azikiwe,M,1,Founder,Yes,500,,2001,1996,5,1st president of Federal Republic of Nigeria,First President of Federal Republic of Nigeria,false,NGN_Nnamdi
Nigeria,NGN,naira,Dr. Clement Isong,M,0.5,STEM,Yes,1000,,2005,2000,5,elected the first civilian Governor of Cross River State from 1979 to 1983,First civilian Governor of Cross River State,false,NGN_Clement
